,Entity,Year,Life expectancy,process_date
205,Australia,2007,81.43,2025-07-24
206,Australia,2008,81.58000200000001,2025-07-24
207,Australia,2009,81.790001,2025-07-24
208,Australia,2010,81.989998,2025-07-24
209,Australia,2011,82.150002,2025-07-24
210,Australia,2012,82.33000200000001,2025-07-24
211,Australia,2013,82.529999,2025-07-24
212,Australia,2014,82.58000200000001,2025-07-24
213,Australia,2015,82.550003,2025-07-24
214,Australia,2016,82.519997,2025-07-24
215,Brazil,1800,32.0,2025-07-24
216,Brazil,1801,31.999807,2025-07-24
217,Brazil,1802,31.999613,2025-07-24
218,Brazil,1803,31.99942,2025-07-24
219,Brazil,1804,31.999228000000002,2025-07-24
220,Brazil,1805,31.999033,2025-07-24
221,Brazil,1806,31.99884,2025-07-24
222,Brazil,1807,31.998646,2025-07-24
223,Brazil,1808,31.998453,2025-07-24
224,Brazil,1809,31.99826,2025-07-24
225,Brazil,1810,31.998065999999998,2025-07-24
226,Brazil,1811,31.997873,2025-07-24
227,Brazil,1812,31.997681,2025-07-24
228,Brazil,1813,31.997486,2025-07-24
229,Brazil,1814,31.997293,2025-07-24
230,Brazil,1815,31.997101,2025-07-24
231,Brazil,1816,31.996906,2025-07-24
232,Brazil,1817,31.996714,2025-07-24
233,Brazil,1818,31.996519,2025-07-24
234,Brazil,1819,31.996326,2025-07-24
235,Brazil,1820,31.996134,2025-07-24
236,Brazil,1821,31.995939,2025-07-24
237,Brazil,1822,31.995746999999998,2025-07-24
238,Brazil,1823,31.995554,2025-07-24
239,Brazil,1824,31.995359000000004,2025-07-24
240,Brazil,1825,31.995167,2025-07-24
241,Brazil,1826,31.994974,2025-07-24
242,Brazil,1827,31.99478,2025-07-24
243,Brazil,1828,31.994587,2025-07-24
244,Brazil,1829,31.994391999999998,2025-07-24
245,Brazil,1830,31.9942,2025-07-24
246,Brazil,1831,31.994007,2025-07-24
247,Brazil,1832,31.993813,2025-07-24
248,Brazil,1833,31.99362,2025-07-24
249,Brazil,1834,31.993427,2025-07-24
250,Brazil,1835,31.993233,2025-07-24
251,Brazil,1836,31.99304,2025-07-24
252,Brazil,1837,31.992846999999998,2025-07-24
253,Brazil,1838,31.992653000000004,2025-07-24
254,Brazil,1839,31.992459999999998,2025-07-24
255,Brazil,1840,31.992268,2025-07-24
256,Brazil,1841,31.992072999999998,2025-07-24
257,Brazil,1842,31.99188,2025-07-24
258,Brazil,1843,31.991685999999998,2025-07-24
259,Brazil,1844,31.991493,2025-07-24
260,Brazil,1845,31.991301,2025-07-24
261,Brazil,1846,31.991106,2025-07-24
262,Brazil,1847,31.990913,2025-07-24
263,Brazil,1848,31.990721,2025-07-24
264,Brazil,1849,31.990526000000003,2025-07-24
265,Brazil,1850,31.990334000000004,2025-07-24
266,Brazil,1851,31.990140999999998,2025-07-24
267,Brazil,1852,31.989946000000003,2025-07-24
268,Brazil,1853,31.989753999999998,2025-07-24
269,Brazil,1854,31.989559000000003,2025-07-24
270,Brazil,1855,31.989366999999998,2025-07-24
271,Brazil,1856,31.989174,2025-07-24
272,Brazil,1857,31.988978999999997,2025-07-24
273,Brazil,1858,31.988787,2025-07-24
274,Brazil,1859,31.988594,2025-07-24
275,Brazil,1860,31.9884,2025-07-24
276,Brazil,1861,31.988207,2025-07-24
277,Brazil,1862,31.988014,2025-07-24
278,Brazil,1863,31.987820000000003,2025-07-24
279,Brazil,1864,31.987627000000003,2025-07-24
280,Brazil,1865,31.987432000000002,2025-07-24
281,Brazil,1866,31.987240000000003,2025-07-24
282,Brazil,1867,31.987046999999997,2025-07-24
283,Brazil,1868,31.986853000000004,2025-07-24
284,Brazil,1869,31.986659999999997,2025-07-24
285,Brazil,1870,31.986466999999998,2025-07-24
286,Brazil,1871,31.986272999999997,2025-07-24
287,Brazil,1872,31.986079999999998,2025-07-24
288,Brazil,1873,31.985888,2025-07-24
289,Brazil,1874,31.985692999999998,2025-07-24
290,Brazil,1875,31.9855,2025-07-24
291,Brazil,1876,31.985306,2025-07-24
292,Brazil,1877,31.985113000000002,2025-07-24
293,Brazil,1878,31.984921000000003,2025-07-24
294,Brazil,1879,31.984726000000002,2025-07-24
295,Brazil,1880,31.984533000000003,2025-07-24
296,Brazil,1881,31.984340999999997,2025-07-24
297,Brazil,1882,31.984146000000003,2025-07-24
298,Brazil,1883,31.983953000000003,2025-07-24
299,Brazil,1884,31.983760999999998,2025-07-24
300,Brazil,1885,31.983565999999996,2025-07-24
301,Brazil,1886,31.983373999999998,2025-07-24
302,Brazil,1887,31.983178999999996,2025-07-24
303,Brazil,1888,31.982986,2025-07-24
304,Brazil,1889,31.982794000000002,2025-07-24
305,Brazil,1890,31.982599,2025-07-24
306,Brazil,1891,31.982407000000002,2025-07-24
307,Brazil,1892,31.982214000000003,2025-07-24
308,Brazil,1893,31.982019,2025-07-24
309,Brazil,1894,31.981827000000003,2025-07-24
310,Brazil,1895,31.981634000000003,2025-07-24
311,Brazil,1896,31.981440000000003,2025-07-24
312,Brazil,1897,31.981246999999996,2025-07-24
313,Brazil,1898,31.981052000000002,2025-07-24
314,Brazil,1899,31.980859999999996,2025-07-24
315,Brazil,1900,31.980666999999997,2025-07-24
316,Brazil,1901,31.980472999999996,2025-07-24
317,Brazil,1902,31.98028,2025-07-24
318,Brazil,1903,31.980087,2025-07-24
319,Brazil,1904,31.979893,2025-07-24
320,Brazil,1905,31.9797,2025-07-24
321,Brazil,1906,31.979507,2025-07-24
322,Brazil,1907,31.979313,2025-07-24
323,Brazil,1908,31.97912,2025-07-24
324,Brazil,1909,31.978928000000003,2025-07-24
325,Brazil,1910,31.978733000000002,2025-07-24
326,Brazil,1911,31.978540000000002,2025-07-24
327,Brazil,1912,31.978346000000002,2025-07-24
328,Brazil,1913,31.978153000000002,2025-07-24
329,Brazil,1914,31.977960999999997,2025-07-24
330,Brazil,1915,31.977766,2025-07-24
331,Brazil,1916,31.977573,2025-07-24
332,Brazil,1917,31.977381,2025-07-24
333,Brazil,1918,26.978191,2025-07-24
334,Brazil,1919,31.976994,2025-07-24
335,Brazil,1920,31.976801000000002,2025-07-24
336,Brazil,1921,31.97912,2025-07-24
337,Brazil,1922,31.981440000000003,2025-07-24
338,Brazil,1923,31.983760999999998,2025-07-24
339,Brazil,1924,31.986079999999998,2025-07-24
340,Brazil,1925,31.9884,2025-07-24
341,Brazil,1926,31.990721,2025-07-24
342,Brazil,1927,31.99304,2025-07-24
343,Brazil,1928,31.995359000000004,2025-07-24
344,Brazil,1929,31.997681,2025-07-24
345,Brazil,1930,32.0,2025-07-24
346,Brazil,1931,32.464073,2025-07-24
347,Brazil,1932,32.928143,2025-07-24
348,Brazil,1933,33.392216,2025-07-24
349,Brazil,1934,33.856289000000004,2025-07-24
350,Brazil,1935,34.320358,2025-07-24
351,Brazil,1936,34.784431,2025-07-24
352,Brazil,1937,35.248505,2025-07-24
353,Brazil,1938,35.712578,2025-07-24
354,Brazil,1939,36.176646999999996,2025-07-24
355,Brazil,1940,36.64072,2025-07-24
356,Brazil,1941,37.772575,2025-07-24
357,Brazil,1942,38.90443,2025-07-24
358,Brazil,1943,40.036289000000004,2025-07-24
359,Brazil,1944,41.168144,2025-07-24
360,Brazil,1945,42.299999,2025-07-24
361,Brazil,1946,43.848,2025-07-24
362,Brazil,1947,45.396,2025-07-24
363,Brazil,1948,46.943999999999996,2025-07-24
364,Brazil,1949,48.492001,2025-07-24
365,Brazil,1950,50.040001000000004,2025-07-24
366,Brazil,1951,50.279999,2025-07-24
367,Brazil,1952,50.763000000000005,2025-07-24
368,Brazil,1953,51.248001,2025-07-24
369,Brazil,1954,51.736999999999995,2025-07-24
370,Brazil,1955,52.23,2025-07-24
371,Brazil,1956,52.724998,2025-07-24
372,Brazil,1957,53.222,2025-07-24
373,Brazil,1958,53.720001,2025-07-24
374,Brazil,1959,54.214001,2025-07-24
375,Brazil,1960,54.702,2025-07-24
376,Brazil,1961,55.179001,2025-07-24
377,Brazil,1962,55.643002,2025-07-24
378,Brazil,1963,56.091,2025-07-24
379,Brazil,1964,56.521,2025-07-24
380,Brazil,1965,56.935001,2025-07-24
381,Brazil,1966,57.333999999999996,2025-07-24
382,Brazil,1967,57.722,2025-07-24
383,Brazil,1968,58.105,2025-07-24
384,Brazil,1969,58.484001,2025-07-24
385,Brazil,1970,58.865002000000004,2025-07-24
386,Brazil,1971,59.250999,2025-07-24
387,Brazil,1972,59.644001,2025-07-24
388,Brazil,1973,60.042,2025-07-24
389,Brazil,1974,60.443001,2025-07-24
390,Brazil,1975,60.844002,2025-07-24
391,Brazil,1976,61.236000000000004,2025-07-24
392,Brazil,1977,61.615002000000004,2025-07-24
393,Brazil,1978,61.978001,2025-07-24
394,Brazil,1979,62.327999,2025-07-24
395,Brazil,1980,62.668999,2025-07-24
396,Brazil,1981,63.007999,2025-07-24
397,Brazil,1982,63.353001,2025-07-24
398,Brazil,1983,63.709998999999996,2025-07-24
399,Brazil,1984,64.081001,2025-07-24
400,Brazil,1985,64.466003,2025-07-24
401,Brazil,1986,64.862,2025-07-24
402,Brazil,1987,65.264,2025-07-24
403,Brazil,1988,65.667,2025-07-24
404,Brazil,1989,66.068001,2025-07-24
405,Brazil,1990,68.410004,2025-07-24
406,Brazil,1991,68.739998,2025-07-24
407,Brazil,1992,68.910004,2025-07-24
408,Brazil,1993,69.129997,2025-07-24
409,Brazil,1994,69.379997,2025-07-24
410,Brazil,1995,69.660004,2025-07-24
411,Brazil,1996,69.959999,2025-07-24
412,Brazil,1997,70.339996,2025-07-24
413,Brazil,1998,70.66999799999999,2025-07-24
414,Brazil,1999,70.980003,2025-07-24
415,Brazil,2000,71.360001,2025-07-24
416,Brazil,2001,71.760002,2025-07-24
417,Brazil,2002,72.059998,2025-07-24
418,Brazil,2003,72.33000200000001,2025-07-24
419,Brazil,2004,72.620003,2025-07-24
420,Brazil,2005,72.93,2025-07-24
421,Brazil,2006,73.199997,2025-07-24
422,Brazil,2007,73.459999,2025-07-24
423,Brazil,2008,73.720001,2025-07-24
424,Brazil,2009,73.940002,2025-07-24
425,Brazil,2010,74.150002,2025-07-24
426,Brazil,2011,74.379997,2025-07-24
427,Brazil,2012,74.639999,2025-07-24
428,Brazil,2013,74.839996,2025-07-24
429,Brazil,2014,75.010002,2025-07-24
430,Brazil,2015,75.139999,2025-07-24
431,Brazil,2016,75.239998,2025-07-24
432,Canada,1800,39.0,2025-07-24
433,Canada,1801,39.001495,2025-07-24
434,Canada,1802,39.002995,2025-07-24
435,Canada,1803,39.004490000000004,2025-07-24
436,Canada,1804,39.005984999999995,2025-07-24
437,Canada,1805,39.007484000000005,2025-07-24
438,Canada,1806,39.00898,2025-07-24
439,Canada,1807,39.010479,2025-07-24
440,Canada,1808,39.011974,2025-07-24
441,Canada,1809,39.01347,2025-07-24
442,Canada,1810,39.014969,2025-07-24
443,Canada,1811,39.016464,2025-07-24
444,Canada,1812,39.017959999999995,2025-07-24
445,Canada,1813,39.019459000000005,2025-07-24
446,Canada,1814,39.020953999999996,2025-07-24
447,Canada,1815,39.022453000000006,2025-07-24
448,Canada,1816,39.023949,2025-07-24
449,Canada,1817,39.025444,2025-07-24
450,Canada,1818,39.026943,2025-07-24
451,Canada,1819,39.028439,2025-07-24
452,Canada,1820,39.029934000000004,2025-07-24
453,Canada,1821,39.031433,2025-07-24
454,Canada,1822,39.032928000000005,2025-07-24
455,Canada,1823,39.034428000000005,2025-07-24
456,Canada,1824,39.035923,2025-07-24
457,Canada,1825,39.037418,2025-07-24
458,Canada,1826,39.038918,2025-07-24
459,Canada,1827,39.040413,2025-07-24
460,Canada,1828,39.041908,2025-07-24
461,Canada,1829,39.043407,2025-07-24
462,Canada,1830,39.044903000000005,2025-07-24
463,Canada,1831,39.046397999999996,2025-07-24
464,Canada,1832,39.173481,2025-07-24
465,Canada,1833,39.30056,2025-07-24
466,Canada,1834,39.427639,2025-07-24
467,Canada,1835,39.554722,2025-07-24
468,Canada,1836,39.681801,2025-07-24
469,Canada,1837,39.80888,2025-07-24
470,Canada,1838,39.935959000000004,2025-07-24
471,Canada,1839,40.063041999999996,2025-07-24
472,Canada,1840,40.190121000000005,2025-07-24
473,Canada,1841,40.3172,2025-07-24
474,Canada,1842,40.391449,2025-07-24
475,Canada,1843,40.465694,2025-07-24
476,Canada,1844,40.539944,2025-07-24
477,Canada,1845,40.614193,2025-07-24
478,Canada,1846,40.688438,2025-07-24
479,Canada,1847,40.762688,2025-07-24
480,Canada,1848,40.836937,2025-07-24
481,Canada,1849,40.911182000000004,2025-07-24
482,Canada,1850,40.985432,2025-07-24
483,Canada,1851,41.059681,2025-07-24
484,Canada,1852,41.113215999999994,2025-07-24
485,Canada,1853,41.166752,2025-07-24
486,Canada,1854,41.220287,2025-07-24
487,Canada,1855,41.273823,2025-07-24
488,Canada,1856,41.327358000000004,2025-07-24
489,Canada,1857,41.380897999999995,2025-07-24
490,Canada,1858,41.434433,2025-07-24
491,Canada,1859,41.487968,2025-07-24
492,Canada,1860,41.541503999999996,2025-07-24
493,Canada,1861,41.595039,2025-07-24
494,Canada,1862,41.691216,2025-07-24
495,Canada,1863,41.787392,2025-07-24
496,Canada,1864,41.883568,2025-07-24
497,Canada,1865,41.979744000000004,2025-07-24
498,Canada,1866,42.07592,2025-07-24
499,Canada,1867,42.172096,2025-07-24
500,Canada,1868,42.268271999999996,2025-07-24
501,Canada,1869,42.364449,2025-07-24
502,Canada,1870,42.460625,2025-07-24
503,Canada,1871,42.556801,2025-07-24
504,Canada,1872,42.774097,2025-07-24
505,Canada,1873,42.99139,2025-07-24
506,Canada,1874,43.208687,2025-07-24
507,Canada,1875,43.425983,2025-07-24
508,Canada,1876,43.64328,2025-07-24
509,Canada,1877,43.860577,2025-07-24
510,Canada,1878,44.077873,2025-07-24
511,Canada,1879,44.29517,2025-07-24
512,Canada,1880,44.512463000000004,2025-07-24
513,Canada,1881,44.729759,2025-07-24
514,Canada,1882,44.7742,2025-07-24
515,Canada,1883,44.818642,2025-07-24
516,Canada,1884,44.863079,2025-07-24
517,Canada,1885,44.90752,2025-07-24
518,Canada,1886,44.951962,2025-07-24
519,Canada,1887,44.996399,2025-07-24
520,Canada,1888,45.04084,2025-07-24
521,Canada,1889,45.085281,2025-07-24
522,Canada,1890,45.129719,2025-07-24
523,Canada,1891,45.17416,2025-07-24
524,Canada,1892,45.520191,2025-07-24
525,Canada,1893,45.866222,2025-07-24
526,Canada,1894,46.212257,2025-07-24
527,Canada,1895,46.558289,2025-07-24
528,Canada,1896,46.90432,2025-07-24
529,Canada,1897,47.250351,2025-07-24
530,Canada,1898,47.596382,2025-07-24
531,Canada,1899,47.942417,2025-07-24
532,Canada,1900,48.288447999999995,2025-07-24
533,Canada,1901,48.634479999999996,2025-07-24
534,Canada,1902,49.022095,2025-07-24
535,Canada,1903,49.409714,2025-07-24
536,Canada,1904,49.797329,2025-07-24
537,Canada,1905,50.184944,2025-07-24
538,Canada,1906,50.572559000000005,2025-07-24
539,Canada,1907,50.960175,2025-07-24
540,Canada,1908,51.347794,2025-07-24
541,Canada,1909,51.735409000000004,2025-07-24
542,Canada,1910,52.123024,2025-07-24
543,Canada,1911,52.510639000000005,2025-07-24
544,Canada,1912,52.961575,2025-07-24
545,Canada,1913,53.412514,2025-07-24
546,Canada,1914,53.863448999999996,2025-07-24
547,Canada,1915,54.314384,2025-07-24
548,Canada,1916,54.765319999999996,2025-07-24
549,Canada,1917,55.216255000000004,2025-07-24
550,Canada,1918,47.169968,2025-07-24
551,Canada,1919,56.11813000000001,2025-07-24
552,Canada,1920,56.569065,2025-07-24
553,Canada,1921,57.02,2025-07-24
554,Canada,1922,57.02,2025-07-24
555,Canada,1923,57.02,2025-07-24
556,Canada,1924,58.830002,2025-07-24
557,Canada,1925,59.310001,2025-07-24
558,Canada,1926,57.990002000000004,2025-07-24
559,Canada,1927,58.68,2025-07-24
560,Canada,1928,58.57,2025-07-24
561,Canada,1929,57.970001,2025-07-24
562,Canada,1930,58.950001,2025-07-24
563,Canada,1931,60.360001000000004,2025-07-24
564,Canada,1932,61.43,2025-07-24
565,Canada,1933,62.360001000000004,2025-07-24
566,Canada,1934,62.77,2025-07-24
567,Canada,1935,62.490002000000004,2025-07-24
568,Canada,1936,62.720001,2025-07-24
569,Canada,1937,61.349998,2025-07-24
570,Canada,1938,63.310001,2025-07-24
571,Canada,1939,63.740002000000004,2025-07-24
572,Canada,1940,64.010002,2025-07-24
573,Canada,1941,63.759997999999996,2025-07-24
574,Canada,1942,64.699997,2025-07-24
575,Canada,1943,64.610001,2025-07-24
576,Canada,1944,65.349998,2025-07-24
577,Canada,1945,66.33000200000001,2025-07-24
578,Canada,1946,66.529999,2025-07-24
579,Canada,1947,66.779999,2025-07-24
580,Canada,1948,67.33000200000001,2025-07-24
581,Canada,1949,67.650002,2025-07-24
582,Canada,1950,68.279999,2025-07-24
583,Canada,1951,68.550003,2025-07-24
584,Canada,1952,68.75,2025-07-24
585,Canada,1953,69.129997,2025-07-24
586,Canada,1954,69.989998,2025-07-24
587,Canada,1955,70.050003,2025-07-24
588,Canada,1956,70.040001,2025-07-24
589,Canada,1957,69.959999,2025-07-24
590,Canada,1958,70.620003,2025-07-24
591,Canada,1959,70.660004,2025-07-24
592,Canada,1960,71.040001,2025-07-24
593,Canada,1961,71.269997,2025-07-24
594,Canada,1962,71.300003,2025-07-24
595,Canada,1963,71.309998,2025-07-24
596,Canada,1964,71.690002,2025-07-24
597,Canada,1965,71.790001,2025-07-24
598,Canada,1966,71.91999799999999,2025-07-24
599,Canada,1967,72.129997,2025-07-24
600,Canada,1968,72.290001,2025-07-24
601,Canada,1969,72.449997,2025-07-24
602,Canada,1970,72.650002,2025-07-24
603,Canada,1971,72.980003,2025-07-24
604,Canada,1972,72.879997,2025-07-24
605,Canada,1973,73.110001,2025-07-24
606,Canada,1974,73.190002,2025-07-24
607,Canada,1975,73.489998,2025-07-24
608,Canada,1976,73.91999799999999,2025-07-24
609,Canada,1977,74.209999,2025-07-24
610,Canada,1978,74.540001,2025-07-24
611,Canada,1979,74.900002,2025-07-24
612,Canada,1980,75.139999,2025-07-24
613,Canada,1981,75.550003,2025-07-24
614,Canada,1982,75.760002,2025-07-24
615,Canada,1983,76.129997,2025-07-24
616,Canada,1984,76.43,2025-07-24
617,Canada,1985,76.410004,2025-07-24
618,Canada,1986,76.559998,2025-07-24
619,Canada,1987,76.860001,2025-07-24
620,Canada,1988,76.93,2025-07-24
621,Canada,1989,77.199997,2025-07-24
622,Canada,1990,77.43,2025-07-24
623,Canada,1991,77.610001,2025-07-24
624,Canada,1992,77.760002,2025-07-24
625,Canada,1993,77.82,2025-07-24
626,Canada,1994,77.93,2025-07-24
627,Canada,1995,78.07,2025-07-24
628,Canada,1996,78.309998,2025-07-24
629,Canada,1997,78.57,2025-07-24
630,Canada,1998,78.779999,2025-07-24
631,Canada,1999,79.010002,2025-07-24
632,Canada,2000,79.260002,2025-07-24
633,Canada,2001,79.480003,2025-07-24
634,Canada,2002,79.660004,2025-07-24
635,Canada,2003,79.839996,2025-07-24
